ID,Organization,Sub Organization,Date,Year,Type,Org Type,Document Title,Author,Website Link,Data Type
331,Vermont State Board of Education,,6/1/2018,2018,,,"State Board of Education Appendix G: Common Data Points for Each District Submitting a Section 9 Proposal  June 1, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-appendix-g-data-points.pdf,PDF
332,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Articles of Agreement: Barre UUSD November 30, 2018 (Act 46)",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-barre.pdf,PDF
333,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Articles of Agreement: Enosburgh-Richford UUSD November 30, 2018 (Act 46)",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-enosburgh-richford.pdf,PDF
334,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Articles of Agreement: Franklin Northwest UUSD November 30, 2018 ",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-franklin-northwest.pdf,PDF
335,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Articles of Agreement: Lamoille South UUSD November 30, 2018 (Act 46)",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-lamoille-south.pdf,PDF
336,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Articles of Agreement: Washington Central UUSD November 30, 2018 (Act 46)",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-washington-central.pdf,PDF
337,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Articles of Agreement: Windham Northeast UESD November 30, 2018 (Act 46)",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-windham-northeast-uesd.pdf,PDF
338,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Articles of Agreement: Windham Southeast UUSD November 30, 2018 (Act 46)",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-windham-southeast.pdf,PDF
339,Vermont State Board of Education,,9/19/2018,2018,,,"State Board of Education Decision Points: Sec. 9 Proposals and Secretary's Proposed Statewide Plan September 19, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-act46-decision-points.pdf,PDF
340,Vermont State Board of Education,,6/1/2018,2018,,,"State Board of Education Executive Summary: Secretary's Proposed Plan Pursuant to Act 46, Sec. 10 June 1, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-executive-summary-secretary-proposal.pdf,PDF
342,Vermont State Board of Education,,6/12/2019,2019,,,"State Board of Education Guidance: Failure of a New Union School District to Adopt a Budget June 12, 2019",,https://education.vermont.gov/sites/aoe/files/documents/edu-guidance-failure-of-a-new-union-school-district-to-adopt-a-budget.pdf,PDF
343,Vermont State Board of Education,,6/17/2021,2021,,,"State Board of Education Legislative Report: Annual Report to the Governor and the General Assembly June 17, 2021",,https://education.vermont.gov/sites/aoe/files/documents/sbe-annual-report-governor-general-assembly-january-2021.pdf,PDF
344,Vermont State Board of Education,,5/31/2018,2018,,,"State Board of Education List of Topics Provided to Superintendents to Prepare for Section 10 Conversations May 31, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-act46-topics-for-conversations.pdf,PDF
266,,,,,,,History of Education in Vermont By George Gary Bush,,https://books.google.com/books?id=S6mvtMs3AB8C&pg=PA11&lpg=PA11&dq=1782+education+statute+Vermont&source=bl&ots=mxf8AdzOsO&sig=ACfU3U1sVwk6DI6JnOie06pZx8DmVWvgVQ&hl=en&sa=X&ved=2ahUKEwj2rOWo8Nf-AhW3IjQIHR2YCBs4FBDoAXoECAcQAw#v=onepage&q=1782%20education%20statute%20Vermont&f=false,XXX
401,US Senate,HELP Committee,,,,Federal Government,US Senate Committee: HELP,,https://www.help.senate.gov/about/issues/education,WP
348,Vermont State Board of Education,,6/29/2018,2018,,,"State Board of Education Memo  Determining Small School Grants Eligibilty  June 29, 2018",,https://education.vermont.gov/sites/aoe/files/documents/SBE-General%20Assembly-Small%20School%20Grants%20Combined_06_29_18.pdf,PDF
349,Vermont State Board of Education,,6/29/2018,2018,,,"State Board of Education Memo Memorandum - State Board of Education Determining Eligibility for Small Schools Grants June 29, 2018",,https://education.vermont.gov/sites/aoe/files/documents/SBE-General%20Assembly-Small%20School%20Grants%20Combined_06_29_18.pdf,PDF
350,Vermont State Board of Education,,7/3/2018,2018,,,"State Board of Education Memo  School Districts that Submitted Section 9 Proposals; Regional Meetings July 3, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-state-board-memo-school-districts-submitted-section9-proposals-update-july11.pdf,PDF
353,Vermont State Board of Education,,4/4/2022,2022,Meeting Minutes,,"State Board of Education Memo Interagency Committee on Administrative Rules Meeting Minutes: July 12, 2021  April 4, 2022",,https://education.vermont.gov/sites/aoe/files/documents/ICAR%20Minutes-7-12-21.pdf,PDF
354,Vermont State Board of Education,,"Aril 4, 2022",2022,Memo,,"State Board of Education Memo Rule 2200 Final Annotated Filing April 4, 2022",,https://education.vermont.gov/sites/aoe/files/documents/SBE%20Rule%202200%20Final%20Annotated%20Filing.pdf,PDF
355,Vermont State Board of Education,,3/15/2022,2022,Memo,,"State Board of Education Memo SBE Memo to Legislative Committee on Administrative Rules (LCAR) - Response to Public Comment - March 15, 2022",,https://education.vermont.gov/sites/aoe/files/documents/Memo%20-%20SBE%20Response%20to%20Public%20Comment%20Rule%202200.pdf,PDF
356,Vermont State Board of Education,,4/4/2022,2022,Memo,,"State Board of Education Memo SBE Rule 2200 - Final Filing Clean Copy  April 4, 2022",,https://education.vermont.gov/sites/aoe/files/documents/SBE%20Rule%202200%20Final%20Filing%20Clean%20Copy.pdf,PDF
360,Vermont State Board of Education,,8/11/2022,2022,Memo,,"State Board of Education Memo. State Board of Education-Ripton Status Report Committee - Final Draft Statement of Preparedness for Ripton School District August 11, 2022",,https://education.vermont.gov/documents/sbe-ripton-status-report-committee-final-preparedness-draft-08-11-22,PDF
361,Vermont State Board of Education,,8/12/2022,2022,Memo,,"State Board of Education Memo.  State Board of Education-Statement of Preparedness for Ripton School District  August 12, 2022",,https://education.vermont.gov/sites/aoe/files/documents/sbe-ripton-status-preparedness-report-final-08-12-22_1.pdf,PDF
362,Vermont State Board of Education,,4/28/2022,2022,Memo,,"State Board of Education Memo. Adopted Rule 2200, Independent School Program Approval, Selected Rules Effective May 10, 2022. April 28, 2022",,https://education.vermont.gov/sites/aoe/files/documents/SBE%20Rule%202200%20Adopted%20Rule%20Filing-2022.pdf,PDF
363,Vermont State Board of Education,,7/12/2022,2022,Memo,,"State Board of Education Memo. Public Comment: Rabbi Small July 12, 2022",,https://education.vermont.gov/sites/aoe/files/documents/Public%20Comment-Rabbi%20Small-6-2022.pdf,PDF
364,Vermont State Board of Education,,7/12/2022,2022,Memo,,"State Board of Education Memo. Public Comment: Rep. Avram Patt  July 12, 2022",,https://education.vermont.gov/sites/aoe/files/documents/Public%20Comment-Avram%20Patt-7-2022.pdf,PDF
365,Vermont State Board of Education,,1/10/2018,2018,Map,,"State Board of Education Merger Activity Map. January 10, 2018",,https://education.vermont.gov/sites/aoe/files/documents/merger-activity-map_0.pdf,PDF
366,Vermont State Board of Education,,8/4/2022,2022,News,,"State Board of Education News Letter to General Assembly from Secretary French and Dr. Kolbe regarding Background and Remaining Points of Disagreement in SBE/AOE Legislative Report. August 4, 2022",,https://education.vermont.gov/sites/aoe/files/documents/edu-sbe-letter-french-kolbe-roles-and-responsibilities-points-of-difference-20220311.pdf,PDF
367,Vermont State Board of Education,,8/4/2022,2022,News,,"State Board of Education News  Roles and Responsibilities for the Vermont State Board of Education and Agency of Education August 4, 2022",,https://education.vermont.gov/sites/aoe/files/documents/sbe-edu-legislative-report-roles-responsibilities-state-board-agency-20220311.pdf,PDF
368,Vermont State Board of Education,,4/4/2022,2022,News,,"State Board of Education News  Rule 2200 Final Annotated Filing  April 4, 2022",,https://education.vermont.gov/sites/aoe/files/documents/SBE%20Rule%202200%20Final%20Annotated%20Filing.pdf,PDF
369,Vermont State Board of Education,,4/4/2022,2022,News,,"State Board of Education News  SBE Rule 2200 - Final Filing Clean Copy  April 4, 2022",,https://education.vermont.gov/sites/aoe/files/documents/SBE%20Rule%202200%20Final%20Filing%20Clean%20Copy.pdf,PDF
371,Vermont State Board of Education,,7/27/2022,2022,News,,"State Board of Education News  State Board of Education Member List July 27, 2022",,https://education.vermont.gov/sites/aoe/files/documents/edu-sbe-member-list-updated-07-2022.pdf,PDF
372,Vermont State Board of Education,,7/20/2022,2022,News,,"State Board of Education News State Board of Education Member List July 26, 2022",,https://education.vermont.gov/sites/aoe/files/documents/edu-sbe-member-list-updated-07-2022_0.pdf,PDF
373,Vermont State Board of Education,,8/11/2022,2022,News,,"State Board of Education News State Board of Education-Ripton Status Report Committee - Final Draft Statement of Preparedness for Ripton School District  August 11, 2022",,https://education.vermont.gov/sites/aoe/files/documents/sbe-ripton-status-report-committee-final-preparedness-draft-08-11-22.pdf,PDF
375,Vermont State Board of Education,,8/12/2022,2022,News,,"State Board of Education News. State Board of Education-Statement of Preparedness for Ripton School District August 12, 2022",,https://education.vermont.gov/sites/aoe/files/documents/sbe-ripton-status-preparedness-report-final-08-12-22_1.pdf,PDF
376,Vermont State Board of Education,,6/1/2018,2018,,,"State Board of Education Secretary's Proposed Plan under Act 46, Sec. 10 June 1, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-secretary-proposal-act46-sec-10_0.pdf,PDF
377,Vermont State Board of Education,,6/7/2018,2018,,,"State Board of Education Secretary's Proposed Plan under Act 46, Section 10: Errata June 7, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-errata-appendix.pdf,PDF
378,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Southwest Vermont Union Elementary School District November 30, 2018 (Act 46)",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-southwest-vermont-uesd.pdf,PDF
379,Vermont State Board of Education,,5/31/2018,2018,,,"State Board of Education Technical Center Regions and Supervisory Unions Map May 31, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-map-tech-center-regions.pdf,PDF
381,Vermont State Board of Education,,1/15/2019,2019,,,"State Board of Education Transition Timeline FAQs January 15, 2019",,https://education.vermont.gov/sites/aoe/files/documents/edu-transition-timeline-faqs.pdf,PDF
382,Vermont State Board of Education,,2/21/2018,2018,,,"State Board of Education Vermont's Strategic Vision for Education February 21, 2018",,https://education.vermont.gov/sites/aoe/files/documents/2018-02-21%20%20SBE%20Strategic%20Vison%20%28as%20adopted%29.pdf,PDF
383,Vermont State Board of Education,,11/9/2022,2022,,,"State Board of Education.  State Board of Education Member List November 9, 2022",,https://education.vermont.gov/sites/aoe/files/documents/edu-sbe-member-list-updated-05-21-2023%20.pdf,PDF
267,,,,,,,History of IDEA,,https://sites.ed.gov/idea/IDEA-History,WP
385,Vermont Agency of Education,,1/15/2020,2020,Report,,"State of VT Agency of Education:  Report of the Census-Based Funding Advisory Group - January 15, 2020",,https://education.vermont.gov/sites/aoe/files/documents/edu-legislative-report-census-based-funding-advisory-group-20200115_0.pdf,PDF
283,,,,2018,,,"Mainstream Block Grant and Match Spent on Support and Remedial Services Sept 6,2018",,https://education.vermont.gov/documents/edu-special-ed-block-for-support-remedial-fy19,XXX
260,Vermont LEGISLATIVE JOINT FISCAL OFFICE,,,2020,,,"FY23 Act 173 General Instructions for Section D September 1,2020",,https://education.vermont.gov/sites/aoe/files/documents/edu-Section-D-Instructions.pdf,PDF
171,,,,2020,,," Act 173 Section B Forms FY 2023 September 3,2020",,https://education.vermont.gov/documents/edu-FY-2023-Act173-Plan-Section-B-Forms,XXX
179,,,,2020,Legislation,,"Act 173 Section D Forms FY 2022 September 3,2020",,https://education.vermont.gov/documents/edu-FY-2023-Act173-Plan-Section-D-Forms,XXX
273,Vermont State Board of Education,,,2021,,,"Instructions for FY-22 Special Education Expenditure Report September 13,2021",,https://education.vermont.gov/sites/aoe/files/documents/edu-special-education-expenditure-report-instructions-fy22.pdf,PDF
318,,,,2021,,,"Special Education Expenditure Report for FY-2022 September 13,2021",,https://education.vermont.gov/documents/edu-special-ed-expenditure-report-fy22,XXX
227,,,,,,,Cite as: 16 V.S.A. § 1,,https://legislature.vermont.gov/statutes/section/16/001/00001,WP
421,Vermont Tax Structure Commission,,2/8/2021,2021,,,"Vermont Tax Structure Commission (PREPARED IN ACCORDANCE WITH ACT 11, SEC.H.17 OF THE 2018 SPECIAL LEGISLATIVE SESSION
)  (Feb 8, 2021)",,https://ljfo.vermont.gov/assets/Subjects/Final-Report/10306868b9/TSC-Final-Report-2-8-2021.pdf,PDF
426,Vermont Department of Taxes,The Education Fund and Education Finance,10/27/2020,2020,,Executive,"VT Department of Taxes (The Education Fund and Education Finance Oct. 27, 2020)",,https://tax.vermont.gov/sites/tax/files/documents/FS-1259.pdf,PDF
427,Vermont Department of Education,,,,Technical  Advice,,VT Dept of Education (Technical Advice for the Two-Vote Provisions16 V.S.A. § 563(11)(B)),,https://web.archive.org/web/20111114150228/http://education.vermont.gov/new/pdfdoc/data/EDU-Technical_Advice_on_the_Two_Vote_Provisions.pdf,PDF
307,Census Based Funding Advisory Group,,,2020,,,"Report of the Census-Based Funding Advisory Group - January 15, 2020 Feb 4/2020",,https://education.vermont.gov/sites/aoe/files/documents/edu-legislative-report-census-based-funding-advisory-group-20200115_0.pdf,PDF
230,,,,2010,,,Consensus Based Funding Models:  Baker and Ramsey (2010),,https://schoolfinance101.files.wordpress.com/2011/01/sef-baker-green-ramsey-final.pdf,PDF
304,,,,2016,,,Reference request for UVM Report (2-3-2016),,https://legislature.vermont.gov/assets/Legislative-Reports/edu-legislative-report-act46-sec46-special-education-funding.pdf,PDF
11,UVM,School of Education and Social Service,7/9/1905,2017,White Paper/Study,Academic,UVM: Study of Vermont State Funding for Special Education,"Tammy Kolbe, Kieran Killeen, ",https://legislature.vermont.gov/assets/Legislative-Reports/edu-legislative-report-special-education-funding-study-executive-summary-and-full-report.pdf,WP
18,Public Assets Institute,,2/24/2022,2022,Blog,NGO,"Public Assets Institute BLOG:  A big opportunity to improve school funding (Jack Hoffman on February 24, 2022)",Jack Hoffman,https://publicassets.org/blog/a-big-opportunity-to-improve-school-funding/,WP
19,Public Assets Institute,,10/15/2021,2021,Blog,NGO,Public Assets Institute BLOG:  American Rescue Plan brings $200 million to Vermont towns and villages (10/15/2021),,https://publicassets.org/library/publications/maps/american-rescue-plan-brings-200-million-to-vermont-towns/,WP
20,Public Assets Institute,,2/11/2022,2022,Blog,NGO,"Public Assets Institute BLOG:  Brigham Decision: Shared responsibility for funding education (Jack Hoffman on February 11, 2022)",Jack Hoffman,https://publicassets.org/blog/brigham-decision-shared-responsibility-for-funding-education/,WP
21,Public Assets Institute,,5/20/2020,2020,Blog,NGO,"Public Assets Institute BLOG:  Cutting school funding now is a bad idea ( Stephanie Yu on May 20, 2020)",Stephanie Yu,https://publicassets.org/blog/cutting-school-funding-now-is-a-bad-idea/,WP
22,Public Assets Institute,,10/23/2020,2020,Blog,NGO,"Public Assets Institute BLOG:  No school tax increase for COVID shortfall (Paul Cillo on October 23, 2020)",Paul Cillo,https://publicassets.org/blog/no-school-tax-increase-for-covid-shortfall/,WP
23,Public Assets Institute,,4/1/2021,2021,Blog,NGO,"Public Assets Institute BLOG:  School taxes can be simpler and fairer (Jack Hoffman on April 1, 2021)",Jack Hoffman,https://publicassets.org/blog/school-taxes-can-be-simpler-and-fairer/,WP
24,Public Assets Institute,,6/10/2021,2021,Blog,NGO,"Public Assets Institute BLOG:  Student weighting is more complicated than it seems (Jack Hoffman on June 10, 2021)",Jack Hoffman,https://publicassets.org/blog/student-weighting-is-more-complicated-than-it-seems/,WP
25,Public Assets Institute,,3/17/2022,2022,Blog,NGO,"Public Assets Institute BLOG:  The Ed Fund needs an outside opinion (Jack Hoffman on March 17, 2022)",Jack Hoffman,https://publicassets.org/blog/the-ed-fund-needs-an-outside-opinion/,WP
26,Public Assets Institute,,11/11/2011,2011,Blog,NGO,Public Assets Institute BLOG:  Vermont’s tools for education funding equity: Weighting and categorical aid (11/11/2011),,https://publicassets.org/library/publications/reports/vermonts-tools-for-education-funding-equity-weighting-and-categorical-aid/,WP
30,Odden and Associates,,7/6/1905,2014,White Paper/Study,Education Consultants,The Evidence-Based (EB) model,,https://picusodden.com/home/,WP
388,,,,2016,,,SWIFT proposals/experiment (2-1-2016),,https://legislature.vermont.gov/assets/Legislative-Reports/edu-legislative-report-act179-special-education-pilot-swift.pdf,PDF
177,,,,2018,Legislation,,"Act 173 of 2018 - Overview (Oct 12,2018)",,https://education.vermont.gov/sites/aoe/files/documents/edu-census-advisory-group-act-173-overview.pdf,PDF
178,,,,2018,Legislation,,"Act 173 Rulemaking (Oct 12,2018)",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Rulemaking.pdf,PDF
187,,,,2018,,,"Article/Pod Cast:  VOX (Nov 26, 2018)",,https://www.vox.com/2018/11/23/18069882/vermont-education-school-funding-act-60-68-brigham-lawsuit,WP
410,,,,2019,,,"Vermont Estimated IDEA Award Amount for Federal Fiscal Year 2019 (March 14, 2019)",,https://education.vermont.gov/sites/aoe/files/documents/edu-idea-part-b-estimated-award-for-FY2019-vt-public-comment.pdf,PDF
182,,,,2019,,,"Alliance Defending Freedom:  Families sue Vermont for religious discrimination (Jan 30, 2019)",,https://adfmedia.org/press-release/families-sue-vermont-religious-discrimination,WP
190,Baptist News Network,,6/10/2021,2021,,Media,"Baptist News Network:  Federal appeals court rules Vermont cannot exclude religious education from private school tuition program  (BNG STAFF  |  JUNE 10, 2021)",,https://baptistnews.com/article/federal-appeals-court-rules-vermont-cannot-exclude-religious-education-from-private-school-tuition-program/,WP
229,,,,2022,,,"Coalition for Vermont Student Equity (Feb 12, 2022)",,https://cvtse.org/happy-25th-birthday-brigham-decision/,XXX
192,Burlington Free Press,Newspaper,9/14/2010,2010,,Media,"BFP:  Vermont schools study new standards  (Sep 14, 2010 )",,https://archive.ph/20120731040559/http://www.burlingtonfreepress.com/article/20100914/NEWS02/100913028/Vermont-schools-study-new-standards,WP
225,Vermont State,,,1999,Lawsuit,Judicial,CHITTENDEN TOWN SCHOOL DISTRICT v. DEPARTMENT OF EDUCATION (1999),,https://caselaw.findlaw.com/court/vt-supreme-court/1396322.html,WP
391,,,,,,,The Impact of Census-Based Special Education Funding in Pennsylvania1,,https://www.csef-air.org/publications/related/jsel/HARTMAN.pdf,PDF
191,Bennington Banner,Newspaper,,,,Media,Bennington Banner:  Legislative update: Preserving Vermont's unique education landscape (By Rep. Seth Bongartz),Seth Bongartz,https://www.benningtonbanner.com/opinion/columnists/legislative-update-preserving-vermonts-unique-education-landscape/article_332b5e74-b435-11ed-b43e-5f5cbe44a273.html,WP
41,Vermont State Board of Education,Act 173 Advisory Group,,,Presentation.  Professional Development Recovery,Executive,Act 173 Advisory Group Act 173 Professional Development Recovery Presentation,,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20PD%20Recovery%20Presentation-6-7-2021.pdf,PDF
438,,,,,,,Act 173 of 2018 Overview Presentation,,https://file.notion.so/f/s/9bdf3e57-666a-4014-a78a-bccfe2ed7128/edu-act-173-of-2018-overview-presentation_0.pdf?id=a331c330-b069-4de7-a52c-843d0782ba9d&table=block&spaceId=21e82688-94ff-4065-9fea-8c5a236a64ef&expirationTimestamp=1687904342651&signature=ysQ0peRzt4EJCqYjOE_IgzwNq2I-T_Nu5iySqlCVeqA&downloadName=ACT+173+Description+and+Funding+Models.pdf,PDF
265,,,,,,,History of Barre Education,,https://vermontgenealogy.com/washington/history-of-barre-vermont-schools.htm,WP
193,,,,,,,Biennial Report - Vermont State Board of Education,,https://books.google.com/books?id=t_jYRjrrmNAC&pg=RA7-PA9&lpg=RA7-PA9&dq=1782+education+statute+Vermont&source=bl&ots=sHX_zsZLCL&sig=ACfU3U14khE84HTIauZWUSOGb1-MIfGMMQ&hl=en&sa=X&ved=2ahUKEwj2rOWo8Nf-AhW3IjQIHR2YCBs4FBDoAXoECAgQAw#v=onepage&q=1782%20education%20statute%20Vermont&f=false,XXX
316,South Burlington School Board,,,,,,South Burlington:  School Board,,https://www.sbschools.net/cms/lib/VT01819219/Centricity/Domain/26/Providing%20a%20Public%20Education.pdf,PDF
250,,,1/15/2021,2021,,Media,Court Backs Religious-School Student’s Participation in Vermont Dual-Enrollment Program,Mark Walsh,https://www.edweek.org/policy-politics/court-backs-religious-school-students-participation-in-vermont-dual-enrollment-program/2021/01,WP
173,,,,,,,The Rise And Fall Of Vermont's One-Room Schoolhouses (podcast),,https://www.vermontpublic.org/programs/2021-03-05/the-rise-and-fall-of-vermonts-one-room-schoolhouses,WP
414,,,,,,,Vermont House fails to solve constitutional religious school conflict (Podcast),,https://www.vermontpublic.org/local-news/2023-04-06/vermont-house-fails-to-solve-constitutional-religious-school-conflict,WP
392,,,,,,,The Putney School,,https://www.putneyschool.org/?tm=tt&ap=gads&aaid=ada1HGId793iJ&gclid=Cj0KCQjw6cKiBhD5ARIsAKXUdyZSNjUCREe_WpX9bSa2Tr69txHvEsCmDPHoqOEy2BbsguNIRxy-bc8aAn6YEALw_wcB,XXX
183,,,,,,,AnLar...Supports VT Special Education Advisory Council (https://anlar.com/portfolio/vermont-special-education-advisory-council/),,https://anlar.com/our-services/,XXX
186,,,,,,,Article:  The Citizen (Phil Scott),,https://www.vtcng.com/thecitizenvt/op-ed-scott-building-the-country-s-best-education-system/article_6f260ad0-ff92-5c19-b411-46dae197eb84.html,WP
184,,,,,,,"Annual Report of the Vermont Board of Education, with the Report of the ...",,https://books.google.com/books?id=oaaPbP-lGbEC&pg=RA3-PA19&lpg=RA3-PA19&dq=1782+education+statute+Vermont&source=bl&ots=KfygpNqfOp&sig=ACfU3U23cGcETMBwb8SQmAYO-N3JCKISRw&hl=en&sa=X&ved=2ahUKEwj2rOWo8Nf-AhW3IjQIHR2YCBs4FBDoAXoECAQQAw#v=onepage&q=1782%20education%20statute%20Vermont&f=false,XXX
246,,,,,,,Education in Vermont (Wikipedia),,https://en.wikipedia.org/wiki/Education_in_Vermont,WP
242,,,,,,,Educating Mary Barrosse.  Author: Amity Shlaes  Date: April-May 1999  From: Policy Review,,https://go.gale.com/ps/i.do?p=AONE&u=vol_oweb&v=2.1&it=r&id=GALE%7CA54849426&retrievalId=6acdca34-6a61-4720-8e48-a2fc70ee03aa&inPS=true&linkSource=interlink&sid=bookmark-AONE,XXX
299,Mountain Times,,7/20/2017,2017,Opinion Piece,Media,"Opinion Piece in Mountain Times Walter J Mathis (JULY 20, 2017)",Walter J Mathis,https://mountaintimes.info/act-60-twenty-years-brigham/,WP
300,VT Digger,,2/5/2017,2017,Opinion Piece,Media,Opinion Piece in VT Digger Allen Gilbert (Feb 5 2017),Allen Gilbert,https://vtdigger.org/2017/02/05/allen-gilbert-brigham-decision-20-years-old-principle-much-much-older/,WP
301,,,6/29/2021,2021,Presentation,,"From the Foundation Plan, to Brigham, to Act 60, to Weightings",Jim Des Marais (Legislative Counsel),https://ljfo.vermont.gov/assets/Meetings/Task-Force-on-the-Implementation-of-the-Pupil-Weighting-Factors-Report/2021-06-29/27418edbde/GENERAL-352641-v1-Foundation-Formula-Brigham.pdf,WP
305,Religion Unplugged,,12/12/2022,2022,,Media,Vermont To Reimburse Families For Tuition To Private Religious Schools,Kim Roberts,https://religionunplugged.com/news/2022/12/8/vermont-to-reimburse-families-for-tuition-to-private-religious-schools,WP
282,,,,,,,Local Education Agency Plan FY24: Assurances for IDEA Part B (Fillable Form),,https://education.vermont.gov/sites/aoe/files/documents/edu-lea-plan-assurances-for-idea-part-b-fy24-fillable.pdf,PDF
315,Seven Days,,11/1/2017,2017,Article,Media,Just Saying No: Vermont Education Secretary Defies Lawmakers,Terri Hallenbeck,https://www.sevendaysvt.com/vermont/just-saying-no-vermont-education-secretary-defies-lawmakers/Content?oid=9707853,WP
320,St Albans Messenger,Newspaper,1/20/2021,2021,article,Media,Bill proposes mandatory civics education in Vermont schools,,https://www.samessenger.com/news/bill-proposes-mandatory-civics-education-in-vermont-schools/article_bf23a682-5b6f-11eb-829f-b3a277064996.html,WP
321,St Albans Messenger,Newspaper,6/20/2019,2019,article,Media,Judge upholds Act 46,Mike Frett,https://www.samessenger.com/news/judge-upholds-act/article_67c59b97-b078-5ade-bb1e-56de914cddb8.html,WP
341,Vermont State Board of Education,,6/1/2018,2018,,,"State Board of Education FAQ: Secretary's Proposed Plan under Act 46, Sec.10 June 1, 2018",,https://education.vermont.gov/news/faq-secretarys-proposed-plan-under-act-46-sec10,WP
347,Vermont State Board of Education,,4/4/2018,2018,,,"State Board of Education Memo  Act 46 Schedule Memo April 4, 2018",,https://education.vermont.gov/memos/act-46-schedule,WP
359,Vermont State Board of Education,,6/17/2020,2020,Memo,,"State Board of Education Memo Statement on Equity and Racism by the Vermont State Board of Education  June 17, 2020",,https://education.vermont.gov/memos/state-board-equity-racism-061720,WP
380,Vermont State Board of Education,,6/1/2018,2018,,,"State Board of Education The Secretary's Proposed Plan Under Act 46, Sec. 10 June 1, 2018",,https://education.vermont.gov/vermont-schools/school-governance/secretarys-proposed-plan-under-act-46-sec-10,WP
281,,,,,,,LLMC Digital,,https://llmc.com/browse.aspx?type=6&coll=49&div=197,XXX
390,,,,,,,The Commissioner of the Vermont Department of Mental Health or designee;,,https://mentalhealth.vermont.gov/,WP
287,,,,,,,Member of Census-Based Funding Advisory Group: The Executive Director of the Vermont Independent Schools Association or designee;,,https://www.vtindependentschools.org/,XXX
405,Vermont Biz,,2/11/2022,2022,Article,Media,,,https://vermontbiz.com/news/2022/february/11/brigham-decision-shared-responsibility-funding-education,WP
290,,,,,,,Member of Census-Based Funding Advisory Group: The Executive Director of the Vermont-National Education Association or designee;,,https://www.vtnea.org/,XXX
292,,,,,,,Member of Census-Based Funding Advisory Group:: The Executive Director of the Vermont Principals’ Association or designee;,,https://vpaonline.org/,XXX
293,,,,,,,Member of the Census-Based Funding Advisory Group:  The Executive Director of the Vermont Superintendents Association or designee;,,https://www.vtvsa.org/,XXX
181,,,,,,,Agency of Education:  Act 173 Advisory Group,,"https://education.vermont.gov/state-board-councils/act-173-advisory-group#:~:text=The%20role%20of%20the%20Census,the%20implementation%20of%20the%20act.",WP
429,VT Digger,Newspaper,,,Article,Media,Vermont Supreme Court ruling could offer ‘road map’ to statewide school choice,,https://vtdigger.org/2023/03/28/vermont-supreme-court-ruling-could-offer-road-map-to-statewide-school-choice/,WP
232,,,,,,,Considerations for Establishing Categorical Aid Programs to Adjust for Cost Differentials Among Districts & Schools,,https://ljfo.vermont.gov/assets/Meetings/Task-Force-on-the-Implementation-of-the-Pupil-Weighting-Factors-Report/2021-07-29/454713f039/task-force-categorical-aid.pdf,PDF
284,,,,,,,MaIntenance of Public Schools,,https://legislature.vermont.gov/statutes/section/16/021/00821,WP
428,VT Digger,Newspaper,1/9/2018,2018,Article,Media,Lawmaker’s education tax overhaul aims to slow spending,Mark Johnson,https://vtdigger.org/2018/01/09/lawmakers-education-tax-overhaul-aims-slow-spending/,WP
389,,,,,,,Swift Schools,,https://swiftschools.org/,XXX
431,VT League of Cities and Towns,Weekly Legislative Report #10,3/11/2002,2002,Legislative Report,NGO,Weekly Legislative Report,,https://www.vlct.org/weeklylegislativereport/2022-weekly-legislative-report-10,WP
297,,,,,,,One member selected by the Vermont Association of School Business Officials;,,https://www.vasbo.net/,XXX
268,,,,,,,IDEA,,"https://sites.ed.gov/idea/about-idea/#:~:text=The%20Individuals%20with%20Disabilities%20Education,related%20services%20to%20those%20children.",WP
